opportunity_id,customer_id,product_name,deal_value_usd,stage,sales_rep,close_date
O00393,C0996,Market Intelligence,5142,Prospecting,David,2026-05-20
O00394,C0257,ESG Analytics,104654,Negotiation,Bob,2026-10-27
O00395,C0523,Commodity Insights,16923,Proposal,Emma,2026-10-03
O00396,C0308,Market Intelligence,108626,Prospecting,Bob,2026-12-18
O00397,C0287,Commodity Insights,60273,Closed Lost,Emma,2026-06-22
O00398,C0969,Commodity Insights,171505,Negotiation,David,2026-05-08
O00399,C0679,Commodity Insights,94556,Proposal,David,2026-10-11
O00400,C0017,ESG Analytics,40055,Prospecting,Emma,2026-08-01
O00401,C0924,Market Intelligence,181345,Proposal,David,2026-09-23
O00402,C0721,Commodity Insights,204875,Closed Won,Emma,2026-02-26
O00403,C0898,ESG Analytics,175725,Prospecting,Emma,2026-01-27
O00404,C0836,ESG Analytics,121700,Prospecting,Carol,2026-07-27
O00405,C0616,Commodity Insights,106384,Proposal,Alice,2026-02-15
O00406,C0380,Market Intelligence,121543,Prospecting,Bob,2026-12-01
O00407,C0777,Commodity Insights,183403,Negotiation,Bob,2026-02-27
O00408,C0629,ESG Analytics,84476,Proposal,Bob,2026-08-12
O00409,C0038,Commodity Insights,134194,Closed Lost,Bob,2026-01-07
O00410,C0841,ESG Analytics,108831,Prospecting,Carol,2026-10-17
O00411,C0506,Market Intelligence,149647,Proposal,Emma,2026-11-22
O00412,C0618,ESG Analytics,51013,Prospecting,Emma,2026-03-24
O00413,C0067,Market Intelligence,73058,Closed Lost,Bob,2026-09-24
O00414,C0802,Commodity Insights,55292,Prospecting,Emma,2026-10-09
O00415,C0698,ESG Analytics,236499,Closed Won,Alice,2026-07-21
O00416,C0690,ESG Analytics,18595,Negotiation,David,2026-07-09
O00417,C0125,ESG Analytics,140867,Closed Won,David,2026-06-17
O00418,C0778,Market Intelligence,236683,Proposal,Alice,2026-05-14
O00419,C0546,Commodity Insights,87900,Prospecting,David,2026-04-11
O00420,C0084,ESG Analytics,216726,Prospecting,Bob,2026-12-14
O00421,C0981,Market Intelligence,245384,Proposal,Bob,2026-03-11
O00422,C0319,Market Intelligence,169100,Prospecting,Alice,2026-08-14
O00423,C0828,Market Intelligence,160328,Negotiation,Carol,2026-04-04
O00424,C0485,Market Intelligence,94339,Prospecting,Carol,2026-09-26
O00425,C0243,Market Intelligence,208358,Closed Lost,Emma,2026-08-25
O00426,C0098,ESG Analytics,122035,Closed Lost,Alice,2026-02-02
O00427,C0939,Market Intelligence,103931,Negotiation,Alice,2026-03-02
O00428,C0942,Commodity Insights,19362,Negotiation,Emma,2026-11-14
O00429,C0068,Market Intelligence,182619,Prospecting,Emma,2026-01-10
O00430,C0871,Commodity Insights,110298,Prospecting,Emma,2026-07-08
O00431,C0886,ESG Analytics,211431,Closed Lost,Alice,2026-08-13
O00432,C0476,Commodity Insights,235670,Closed Lost,Emma,2026-02-11
O00433,C0667,ESG Analytics,210240,Prospecting,David,2026-09-11
O00434,C0602,Market Intelligence,33313,Prospecting,Alice,2026-10-23
O00435,C0070,ESG Analytics,211940,Proposal,Emma,2026-03-21
O00436,C0522,Commodity Insights,98163,Closed Won,David,2026-12-20
O00437,C0456,Market Intelligence,68740,Proposal,Alice,2026-01-05
O00438,C0320,ESG Analytics,119254,Closed Lost,Carol,2026-05-19
O00439,C0907,ESG Analytics,208291,Proposal,Bob,2026-08-10
O00440,C0618,Commodity Insights,81300,Negotiation,Alice,2026-09-19
O00441,C0674,ESG Analytics,42906,Prospecting,Bob,2026-09-27
O00442,C0856,ESG Analytics,230103,Prospecting,David,2026-06-07
O00443,C1000,Market Intelligence,172917,Proposal,Alice,2026-06-07
O00444,C0684,Commodity Insights,187132,Closed Won,Emma,2026-12-11
O00445,C0873,ESG Analytics,153398,Negotiation,Emma,2026-05-14
O00446,C0337,Market Intelligence,32485,Closed Won,Alice,2026-08-08
O00447,C0943,Market Intelligence,172448,Proposal,Bob,2026-08-20
O00448,C0219,Market Intelligence,131024,Negotiation,David,2026-04-13
O00449,C0189,Market Intelligence,100110,Prospecting,Alice,2026-06-01
O00450,C0569,Market Intelligence,42329,Negotiation,David,2026-04-21
O00451,C0600,Commodity Insights,16509,Prospecting,Bob,2026-04-10
O00452,C0179,Market Intelligence,237097,Negotiation,Bob,2026-06-28
O00453,C0568,Market Intelligence,51803,Proposal,Alice,2026-03-27
O00454,C0269,Market Intelligence,10503,Proposal,David,2026-11-26
O00455,C0907,Market Intelligence,93705,Proposal,Carol,2026-08-08
O00456,C0379,Commodity Insights,178253,Proposal,Emma,2026-10-14
O00457,C0900,ESG Analytics,22138,Prospecting,Bob,2026-03-26
O00458,C0195,Market Intelligence,144606,Closed Won,Carol,2026-06-20
O00459,C0440,ESG Analytics,69107,Prospecting,Emma,2026-10-07
O00460,C0875,ESG Analytics,82118,Proposal,Carol,2026-04-02
O00461,C0645,Commodity Insights,233812,Proposal,Emma,2026-10-16
O00462,C0215,ESG Analytics,26340,Closed Won,Emma,2026-02-06
O00463,C0521,Commodity Insights,201950,Closed Lost,Carol,2026-08-17
O00464,C0476,Market Intelligence,89364,Negotiation,Emma,2026-12-16
O00465,C0733,Commodity Insights,129192,Negotiation,Emma,2026-07-21
O00466,C0944,ESG Analytics,175324,Prospecting,Bob,2026-04-07
O00467,C0463,Market Intelligence,108782,Proposal,Carol,2026-07-13
O00468,C0586,Market Intelligence,225838,Negotiation,Carol,2026-09-03
O00469,C0138,Market Intelligence,82345,Closed Won,Emma,2026-06-08
O00470,C0598,Market Intelligence,126963,Closed Lost,Emma,2026-06-14
O00471,C0462,Commodity Insights,118378,Closed Won,Carol,2026-08-11
O00472,C0280,Commodity Insights,11479,Proposal,David,2026-04-09
O00473,C0661,Market Intelligence,99134,Prospecting,Carol,2026-09-17
O00474,C0560,ESG Analytics,25488,Negotiation,Bob,2026-02-04
O00475,C0074,Commodity Insights,15035,Closed Lost,Bob,2026-06-07
O00476,C0692,Commodity Insights,70542,Negotiation,Carol,2026-04-23
O00477,C0619,Market Intelligence,229132,Closed Lost,Carol,2026-01-25
O00478,C0307,Commodity Insights,220563,Negotiation,David,2026-07-27
O00479,C0594,ESG Analytics,8117,Closed Won,Emma,2026-03-28
O00480,C0408,Market Intelligence,64487,Proposal,David,2026-04-17
O00481,C0602,ESG Analytics,203605,Closed Won,David,2026-06-26
O00482,C0088,Commodity Insights,226721,Proposal,David,2026-12-14
O00483,C0215,Commodity Insights,122957,Closed Lost,Alice,2026-06-05
O00484,C0592,Market Intelligence,85103,Prospecting,David,2026-11-27
O00485,C0364,Commodity Insights,64111,Closed Won,David,2026-11-25
O00486,C0414,ESG Analytics,145929,Negotiation,Carol,2026-10-01
O00487,C0582,Market Intelligence,246734,Proposal,Bob,2026-06-19
O00488,C0645,ESG Analytics,244534,Closed Lost,Emma,2026-07-13
O00489,C0210,Commodity Insights,21700,Closed Lost,David,2026-04-16
O00490,C0112,Commodity Insights,154294,Closed Won,Carol,2026-02-06
O00491,C0107,ESG Analytics,149941,Proposal,Alice,2026-12-20
O00492,C0501,Market Intelligence,53940,Proposal,Alice,2026-07-10
O00493,C0211,Market Intelligence,81311,Closed Lost,Alice,2026-08-02
O00494,C0378,ESG Analytics,7895,Proposal,Carol,2026-07-13
O00495,C0161,Market Intelligence,38852,Closed Lost,David,2026-08-24
O00496,C0071,Commodity Insights,241870,Proposal,Bob,2026-04-10
O00497,C0443,ESG Analytics,179271,Closed Won,Bob,2026-10-19
O00498,C0962,Commodity Insights,159007,Proposal,Emma,2026-12-22
O00499,C0470,Commodity Insights,57875,Prospecting,Bob,2026-08-03
O00500,C0845,Commodity Insights,163557,Proposal,Emma,2026-06-19
O00501,C0901,Commodity Insights,125639,Closed Won,Emma,2026-01-24
O00502,C0094,Commodity Insights,174423,Closed Won,Carol,2026-12-27
O00503,C0729,Commodity Insights,107521,Closed Lost,Bob,2026-07-08
O00504,C0184,ESG Analytics,197215,Closed Won,David,2026-07-22
O00505,C0188,ESG Analytics,154059,Prospecting,David,2026-12-02
O00506,C0246,Market Intelligence,76768,Closed Lost,Carol,2026-11-03
O00507,C0715,ESG Analytics,194375,Proposal,David,2026-07-25
O00508,C0567,Market Intelligence,101660,Prospecting,Alice,2026-09-25
O00509,C0799,Commodity Insights,112504,Closed Won,Bob,2026-05-07
O00510,C0519,Market Intelligence,126154,Prospecting,Alice,2026-11-23
O00511,C0692,ESG Analytics,126085,Closed Won,Carol,2026-12-13
O00512,C0877,Market Intelligence,108985,Prospecting,Alice,2026-05-04
O00513,C0727,Market Intelligence,90750,Closed Won,David,2026-08-03
O00514,C0085,ESG Analytics,177234,Proposal,David,2026-03-16
O00515,C0841,Commodity Insights,225610,Proposal,Bob,2026-01-20
O00516,C0103,Market Intelligence,82108,Prospecting,Emma,2026-12-13
O00517,C0173,Market Intelligence,181001,Prospecting,Carol,2026-03-15
O00518,C0367,Market Intelligence,61799,Prospecting,Emma,2026-04-15
O00519,C0714,Market Intelligence,224283,Closed Lost,Alice,2026-07-23
O00520,C0316,Commodity Insights,18740,Closed Lost,Alice,2026-01-25
O00521,C0387,Market Intelligence,248484,Proposal,Carol,2026-04-07
O00522,C0094,Market Intelligence,115541,Prospecting,Alice,2026-06-27
O00523,C0197,ESG Analytics,180361,Prospecting,Bob,2026-02-26
O00524,C0856,ESG Analytics,49009,Proposal,Alice,2026-07-17
O00525,C0111,Commodity Insights,89588,Closed Lost,Bob,2026-10-07
O00526,C0957,ESG Analytics,108563,Closed Won,Alice,2026-04-07
O00527,C0109,Commodity Insights,89768,Proposal,Alice,2026-07-21
O00528,C0324,Market Intelligence,107022,Proposal,David,2026-04-03
O00529,C0674,Commodity Insights,175379,Closed Lost,Carol,2026-01-03
O00530,C0907,Market Intelligence,112766,Negotiation,Emma,2026-08-04
O00531,C0730,ESG Analytics,212424,Closed Lost,Bob,2026-05-04
O00532,C0615,Commodity Insights,170379,Closed Won,Bob,2026-06-06
O00533,C0651,ESG Analytics,88353,Closed Won,Alice,2026-06-01
O00534,C0624,ESG Analytics,122679,Closed Won,Emma,2026-11-24
O00535,C0239,ESG Analytics,159001,Prospecting,Bob,2026-01-20
O00536,C0778,Market Intelligence,85962,Proposal,David,2026-04-20
O00537,C0082,Market Intelligence,41059,Negotiation,David,2026-05-07
O00538,C0156,Commodity Insights,58578,Prospecting,Bob,2026-12-20
O00539,C0969,Commodity Insights,198791,Negotiation,Bob,2026-05-11
O00540,C0660,Market Intelligence,141543,Closed Won,Carol,2026-01-08
O00541,C0868,ESG Analytics,91840,Negotiation,Bob,2026-04-18
O00542,C0056,ESG Analytics,70100,Proposal,Emma,2026-07-17
O00543,C0330,Market Intelligence,120962,Prospecting,Alice,2026-08-03
O00544,C0977,Market Intelligence,18659,Proposal,Bob,2026-03-03
O00545,C0178,ESG Analytics,148876,Proposal,Bob,2026-09-03
O00546,C0437,ESG Analytics,127440,Negotiation,Bob,2026-12-07
O00547,C0251,Commodity Insights,51251,Closed Lost,Bob,2026-05-10
O00548,C0591,Commodity Insights,171619,Proposal,Carol,2026-08-03
O00549,C0974,Commodity Insights,109397,Closed Won,Bob,2026-08-15
O00550,C0433,ESG Analytics,164749,Closed Won,Bob,2026-08-01
O00551,C0781,Commodity Insights,117039,Prospecting,Carol,2026-10-18
O00552,C0157,ESG Analytics,195486,Proposal,Carol,2026-07-15
O00553,C0314,Commodity Insights,79245,Closed Won,Emma,2026-10-16
O00554,C0074,Commodity Insights,40823,Closed Won,Bob,2026-03-07
O00555,C0005,Market Intelligence,230877,Closed Lost,Carol,2026-08-13
O00556,C0948,Commodity Insights,108455,Negotiation,David,2026-08-10
O00557,C0657,ESG Analytics,23673,Closed Won,Alice,2026-02-13
O00558,C0955,ESG Analytics,47562,Proposal,David,2026-05-25
O00559,C0936,ESG Analytics,96377,Closed Lost,David,2026-11-23
O00560,C0378,ESG Analytics,20126,Closed Won,David,2026-12-08
O00561,C0249,Commodity Insights,14045,Negotiation,Alice,2026-12-22
O00562,C0661,Market Intelligence,73506,Closed Lost,David,2026-11-05
O00563,C0261,Market Intelligence,162849,Closed Lost,Bob,2026-01-04
O00564,C0790,Market Intelligence,173924,Closed Won,David,2026-12-19
O00565,C0998,Market Intelligence,140931,Proposal,David,2026-03-27
O00566,C0438,Commodity Insights,186360,Negotiation,Emma,2026-09-22
O00567,C0908,Commodity Insights,158637,Negotiation,David,2026-12-28
O00568,C0092,Market Intelligence,171770,Closed Lost,Carol,2026-03-09
O00569,C0767,Market Intelligence,248798,Closed Won,Carol,2026-01-06
O00570,C0836,Commodity Insights,5413,Prospecting,Alice,2026-12-14
O00571,C0538,Commodity Insights,176578,Negotiation,David,2026-03-06
O00572,C0384,Market Intelligence,189561,Proposal,Bob,2026-08-06
O00573,C0515,Market Intelligence,123138,Closed Lost,Bob,2026-03-07
O00574,C0061,ESG Analytics,52901,Proposal,Carol,2026-07-15
O00575,C0642,ESG Analytics,33624,Proposal,Alice,2026-05-03
O00576,C0387,Market Intelligence,77551,Prospecting,Carol,2026-01-19
O00577,C0241,Commodity Insights,132190,Prospecting,Alice,2026-01-09
O00578,C0770,Market Intelligence,179410,Closed Lost,Alice,2026-02-07
O00579,C0535,Market Intelligence,103478,Closed Lost,Emma,2026-05-16
O00580,C0485,Commodity Insights,163432,Closed Won,Carol,2026-06-22
O00581,C0912,Commodity Insights,87634,Proposal,Carol,2026-11-13
O00582,C0388,ESG Analytics,20005,Negotiation,Carol,2026-02-01
O00583,C0468,ESG Analytics,110331,Proposal,Alice,2026-10-04
O00584,C0890,ESG Analytics,78260,Proposal,Carol,2026-08-20
O00585,C0703,ESG Analytics,233026,Closed Won,Emma,2026-07-22
O00586,C0193,Market Intelligence,172267,Negotiation,Alice,2026-11-12
O00587,C0895,Market Intelligence,216696,Negotiation,David,2026-04-20
O00588,C0497,Commodity Insights,198778,Closed Lost,Alice,2026-06-14
O00589,C0962,Commodity Insights,177579,Prospecting,David,2026-05-20
O00590,C0200,ESG Analytics,42528,Closed Lost,Emma,2026-12-17
O00591,C0033,Market Intelligence,135528,Prospecting,Carol,2026-11-18
O00592,C0896,Commodity Insights,49054,Closed Won,Alice,2026-08-22
O00593,C0554,Market Intelligence,68794,Proposal,Bob,2026-11-23
O00594,C0092,Market Intelligence,119004,Prospecting,Bob,2026-06-13
O00595,C0785,Commodity Insights,62770,Negotiation,David,2026-11-04
O00596,C0682,Market Intelligence,246889,Closed Lost,David,2026-02-26
O00597,C0709,Commodity Insights,233573,Proposal,Emma,2026-10-03
O00598,C0660,Commodity Insights,103830,Closed Won,Emma,2026-07-26
O00599,C0239,Market Intelligence,72919,Prospecting,Carol,2026-02-04
O00600,C0092,Commodity Insights,199138,Closed Lost,Bob,2026-12-04
O00601,C0587,Commodity Insights,38401,Negotiation,David,2026-10-24
O00602,C0002,Commodity Insights,21222,Closed Lost,Emma,2026-04-28
O00603,C0398,Commodity Insights,88792,Negotiation,Bob,2026-09-22
O00604,C0617,ESG Analytics,63233,Prospecting,David,2026-01-18
O00605,C0873,Commodity Insights,87818,Proposal,Carol,2026-04-16
O00606,C0697,Commodity Insights,43646,Closed Lost,Carol,2026-03-24
O00607,C0682,ESG Analytics,14003,Closed Lost,Carol,2026-05-17
O00608,C0706,Market Intelligence,76683,Closed Lost,David,2026-11-27
O00609,C0221,Commodity Insights,81413,Closed Won,Alice,2026-06-05
O00610,C0848,ESG Analytics,60210,Proposal,Alice,2026-03-28
O00611,C0500,ESG Analytics,107710,Negotiation,Bob,2026-01-18
O00612,C0402,Commodity Insights,115739,Closed Won,Carol,2026-07-13
O00613,C0074,ESG Analytics,195514,Negotiation,Carol,2026-12-07
O00614,C0718,ESG Analytics,108225,Prospecting,Bob,2026-06-25
O00615,C0811,ESG Analytics,231978,Prospecting,Carol,2026-08-21
O00616,C0168,ESG Analytics,41060,Closed Won,David,2026-05-05
O00617,C0215,Market Intelligence,215857,Proposal,Alice,2026-06-24
O00618,C0877,ESG Analytics,31725,Proposal,David,2026-07-22
O00619,C0862,Market Intelligence,247741,Prospecting,Alice,2026-06-16
O00620,C0184,Market Intelligence,35761,Closed Lost,Carol,2026-10-14
O00621,C0994,Market Intelligence,169357,Closed Won,Bob,2026-01-04
O00622,C0247,Commodity Insights,133090,Negotiation,Emma,2026-03-21
O00623,C0764,Commodity Insights,208384,Prospecting,David,2026-11-13
O00624,C0282,ESG Analytics,176231,Closed Won,Carol,2026-01-04
O00625,C0120,Market Intelligence,36995,Closed Won,Emma,2026-04-01
O00626,C0601,ESG Analytics,155111,Closed Won,Carol,2026-12-24
O00627,C0097,ESG Analytics,52473,Closed Won,David,2026-11-23
O00628,C0445,Commodity Insights,154795,Proposal,Alice,2026-06-03
O00629,C0731,ESG Analytics,53467,Closed Won,Alice,2026-07-18
O00630,C0838,ESG Analytics,210383,Closed Lost,David,2026-02-17
O00631,C0858,ESG Analytics,146290,Prospecting,Bob,2026-11-04
O00632,C0186,ESG Analytics,187246,Proposal,Alice,2026-09-15
O00633,C0820,Commodity Insights,37255,Prospecting,Bob,2026-10-07
O00634,C0669,Market Intelligence,28021,Closed Lost,Carol,2026-01-03
O00635,C0128,ESG Analytics,83270,Negotiation,Emma,2026-03-14
O00636,C0968,ESG Analytics,5022,Proposal,Carol,2026-01-17
O00637,C0927,Commodity Insights,177794,Closed Lost,David,2026-03-19
O00638,C0503,ESG Analytics,87034,Closed Lost,Carol,2026-10-18
O00639,C0523,Market Intelligence,185336,Prospecting,Alice,2026-04-02
O00640,C0193,Market Intelligence,83566,Proposal,Bob,2026-10-18
O00641,C0222,ESG Analytics,99126,Negotiation,Bob,2026-12-20
O00642,C0433,Market Intelligence,149139,Negotiation,Carol,2026-07-21
O00643,C0926,Market Intelligence,109873,Closed Won,Alice,2026-05-22
O00644,C0436,ESG Analytics,42550,Closed Lost,Bob,2026-02-21
O00645,C0751,Commodity Insights,170968,Proposal,Carol,2026-10-22
O00646,C0664,ESG Analytics,163582,Proposal,David,2026-03-11
O00647,C0807,Commodity Insights,104337,Prospecting,Emma,2026-04-03
O00648,C0277,Market Intelligence,144321,Prospecting,Emma,2026-07-03
O00649,C0338,ESG Analytics,28324,Negotiation,Carol,2026-05-05
O00650,C0890,Market Intelligence,76734,Prospecting,Alice,2026-07-08
O00651,C0388,Market Intelligence,210188,Prospecting,Bob,2026-09-24
O00652,C0897,Commodity Insights,159357,Closed Won,Alice,2026-09-12
O00653,C0718,ESG Analytics,231858,Negotiation,Emma,2026-05-20
O00654,C0102,Market Intelligence,49760,Negotiation,David,2026-03-12
O00655,C0826,ESG Analytics,182684,Closed Lost,Emma,2026-10-28
O00656,C0413,Commodity Insights,160270,Proposal,Carol,2026-01-22
O00657,C0526,ESG Analytics,45761,Proposal,Bob,2026-07-19
O00658,C0754,Commodity Insights,18858,Negotiation,Bob,2026-11-20
O00659,C0429,ESG Analytics,125006,Proposal,David,2026-06-26
O00660,C0480,ESG Analytics,80188,Negotiation,David,2026-09-23
O00661,C0903,Market Intelligence,85003,Prospecting,Carol,2026-07-25
O00662,C0321,Market Intelligence,171376,Prospecting,Alice,2026-12-08
O00663,C0968,Market Intelligence,48283,Closed Lost,Alice,2026-02-24
O00664,C0293,ESG Analytics,248686,Closed Won,Alice,2026-07-22
O00665,C0521,ESG Analytics,40763,Closed Won,David,2026-09-22
O00666,C0694,ESG Analytics,187945,Prospecting,David,2026-01-20
O00667,C0195,ESG Analytics,6911,Closed Won,Emma,2026-12-12
O00668,C0251,ESG Analytics,178322,Closed Lost,Emma,2026-01-20
O00669,C0460,Market Intelligence,181821,Closed Lost,Bob,2026-03-03
O00670,C0376,Market Intelligence,139659,Negotiation,Alice,2026-07-16
O00671,C0389,Market Intelligence,102854,Prospecting,Carol,2026-11-08
O00672,C0852,ESG Analytics,228026,Prospecting,Carol,2026-05-16
O00673,C0301,Commodity Insights,60853,Prospecting,Emma,2026-07-07
O00674,C0946,Commodity Insights,248560,Closed Lost,Alice,2026-08-20
O00675,C0869,Commodity Insights,20072,Negotiation,Alice,2026-10-15
O00676,C0337,Commodity Insights,97770,Prospecting,Alice,2026-06-24
O00677,C0191,Commodity Insights,97938,Prospecting,Alice,2026-07-16
O00678,C0203,Market Intelligence,143699,Closed Lost,Bob,2026-07-04
O00679,C0936,Commodity Insights,6811,Proposal,Carol,2026-04-16
O00680,C0405,Commodity Insights,83455,Negotiation,David,2026-03-18
O00681,C0832,Commodity Insights,33493,Closed Won,David,2026-03-05
O00682,C0363,ESG Analytics,118760,Prospecting,Carol,2026-12-07
O00683,C0114,Market Intelligence,79684,Prospecting,Bob,2026-07-14
O00684,C0762,Commodity Insights,241191,Prospecting,Bob,2026-11-07
O00685,C0972,Commodity Insights,179389,Negotiation,Alice,2026-07-16
O00686,C0564,Commodity Insights,214668,Proposal,Carol,2026-07-17
O00687,C0744,ESG Analytics,226003,Closed Won,Bob,2026-02-04
O00688,C0812,Market Intelligence,38062,Proposal,Carol,2026-09-01
O00689,C0786,ESG Analytics,66998,Prospecting,Carol,2026-07-20
O00690,C0756,Market Intelligence,118856,Closed Won,Carol,2026-05-16
O00691,C0085,Commodity Insights,69945,Closed Lost,Bob,2026-12-17
O00692,C0192,Market Intelligence,78698,Prospecting,Carol,2026-12-08
O00693,C0683,Commodity Insights,57012,Closed Won,Alice,2026-12-24
O00694,C0515,ESG Analytics,52497,Proposal,Emma,2026-11-21
O00695,C0153,Market Intelligence,36578,Proposal,David,2026-01-09
O00696,C0197,Market Intelligence,116752,Prospecting,Emma,2026-04-03
O00697,C0886,Market Intelligence,104707,Closed Won,Emma,2026-05-23
O00698,C0649,Market Intelligence,63137,Negotiation,David,2026-08-02
O00699,C0523,Commodity Insights,173787,Prospecting,Carol,2026-02-09
O00700,C0373,Commodity Insights,97018,Closed Won,Bob,2026-06-02
O00701,C0187,Market Intelligence,5140,Prospecting,Carol,2026-04-10
O00702,C0484,Commodity Insights,243153,Closed Lost,Alice,2026-07-06
O00703,C0259,Commodity Insights,100310,Negotiation,Carol,2026-02-04
O00704,C0686,Market Intelligence,184034,Closed Lost,Bob,2026-06-12
O00705,C0760,Commodity Insights,199755,Closed Lost,Emma,2026-10-12
O00706,C0244,ESG Analytics,77337,Proposal,Emma,2026-07-03
O00707,C0909,Market Intelligence,39205,Closed Lost,Alice,2026-01-19
O00708,C0992,ESG Analytics,219278,Proposal,Bob,2026-12-15
O00709,C0948,Market Intelligence,24629,Closed Lost,Emma,2026-06-10
O00710,C0743,Commodity Insights,204488,Proposal,Emma,2026-12-05
O00711,C0045,Market Intelligence,55254,Closed Won,Emma,2026-12-09
O00712,C0913,ESG Analytics,96052,Negotiation,David,2026-11-23
O00713,C0121,Commodity Insights,22749,Closed Won,David,2026-09-17
O00714,C0810,Market Intelligence,48761,Closed Lost,Carol,2026-12-05
O00715,C0297,Market Intelligence,153419,Prospecting,Bob,2026-12-27
O00716,C0408,Commodity Insights,184488,Closed Lost,Emma,2026-02-06
O00717,C0449,ESG Analytics,105702,Closed Lost,David,2026-07-20
O00718,C0279,Market Intelligence,53251,Prospecting,Bob,2026-10-07
O00719,C0607,ESG Analytics,7322,Closed Lost,David,2026-09-23
O00720,C0738,ESG Analytics,72851,Negotiation,Bob,2026-05-23
O00721,C0275,ESG Analytics,36222,Proposal,Bob,2026-01-18
O00722,C0244,Commodity Insights,15247,Proposal,Carol,2026-03-09
O00723,C0895,Market Intelligence,173404,Proposal,Bob,2026-09-04
O00724,C0002,ESG Analytics,96085,Closed Lost,Carol,2026-06-03
O00725,C0970,ESG Analytics,236731,Closed Lost,Carol,2026-12-05
O00726,C0419,ESG Analytics,82305,Negotiation,Alice,2026-11-27
O00727,C0011,Commodity Insights,62482,Negotiation,Bob,2026-05-01
O00728,C0551,ESG Analytics,232536,Closed Lost,Alice,2026-12-24
O00729,C0705,Commodity Insights,176396,Negotiation,Emma,2026-09-07
O00730,C0837,Commodity Insights,62839,Negotiation,Carol,2026-04-19
O00731,C0645,Commodity Insights,45800,Closed Won,Bob,2026-12-24
O00732,C0445,Commodity Insights,43884,Closed Won,Alice,2026-08-06
O00733,C0471,Market Intelligence,218804,Proposal,Bob,2026-10-16
O00734,C0966,ESG Analytics,52292,Negotiation,Alice,2026-05-06
O00735,C0907,Market Intelligence,219302,Closed Won,Emma,2026-04-03
O00736,C0147,Market Intelligence,116776,Proposal,David,2026-11-13
O00737,C0103,ESG Analytics,143091,Proposal,Alice,2026-10-04
O00738,C0387,Commodity Insights,10430,Prospecting,Alice,2026-11-02
O00739,C0136,Market Intelligence,206881,Prospecting,Carol,2026-03-21
O00740,C0615,Market Intelligence,212723,Prospecting,Alice,2026-09-24
O00741,C0838,Commodity Insights,228535,Prospecting,Bob,2026-03-16
O00742,C0778,ESG Analytics,238934,Closed Won,Bob,2026-05-11
O00743,C0491,Market Intelligence,68913,Prospecting,Emma,2026-12-09
O00744,C0643,ESG Analytics,37263,Prospecting,Alice,2026-02-18
O00745,C0304,Market Intelligence,139097,Closed Won,Bob,2026-01-08
O00746,C0025,Market Intelligence,116970,Closed Won,Bob,2026-06-21
O00747,C0294,Market Intelligence,246615,Closed Won,Alice,2026-08-06
O00748,C0113,Market Intelligence,31669,Negotiation,Carol,2026-02-20
O00749,C0342,Market Intelligence,99501,Prospecting,Alice,2026-10-05
O00750,C0183,Commodity Insights,144062,Negotiation,Emma,2026-03-22
O00751,C0436,Market Intelligence,239125,Negotiation,Emma,2026-05-12
O00752,C0897,Market Intelligence,76065,Closed Won,Carol,2026-05-26
O00753,C0929,ESG Analytics,214370,Prospecting,Alice,2026-03-25
O00754,C0672,Market Intelligence,88953,Proposal,David,2026-08-24
O00755,C0816,Commodity Insights,218555,Prospecting,Alice,2026-10-14
O00756,C0983,ESG Analytics,78000,Proposal,Alice,2026-06-05
O00757,C0187,Commodity Insights,97434,Negotiation,David,2026-07-16
O00758,C0711,Commodity Insights,162743,Negotiation,Bob,2026-11-08
O00759,C0393,Commodity Insights,149005,Closed Won,Emma,2026-09-16
O00760,C0546,ESG Analytics,220326,Proposal,David,2026-02-19
O00761,C0733,Commodity Insights,143135,Closed Lost,Bob,2026-12-03
O00762,C0241,Commodity Insights,5751,Proposal,Alice,2026-06-18
O00763,C0486,Market Intelligence,246409,Prospecting,Alice,2026-06-12
O00764,C0870,Market Intelligence,82253,Closed Won,Bob,2026-09-14
O00765,C0249,Market Intelligence,222008,Proposal,Alice,2026-12-05
O00766,C0121,ESG Analytics,189539,Proposal,David,2026-12-01
O00767,C0713,Commodity Insights,102434,Prospecting,Alice,2026-11-19
O00768,C0076,Commodity Insights,224529,Closed Lost,Bob,2026-01-05
O00769,C0375,Market Intelligence,25707,Proposal,Alice,2026-01-19
O00770,C0852,Commodity Insights,44247,Proposal,David,2026-12-05
O00771,C0767,ESG Analytics,188124,Negotiation,David,2026-07-24
O00772,C0346,Commodity Insights,209838,Prospecting,Carol,2026-02-05
O00773,C0062,ESG Analytics,13419,Closed Lost,Bob,2026-09-06
O00774,C0012,Commodity Insights,223282,Closed Won,David,2026-09-23
O00775,C0850,Commodity Insights,245949,Closed Lost,Emma,2026-05-23
O00776,C0233,Commodity Insights,249174,Proposal,Carol,2026-02-17
O00777,C0387,Market Intelligence,199808,Proposal,David,2026-10-02
O00778,C0225,Commodity Insights,53154,Closed Lost,Emma,2026-02-27
O00779,C0710,Commodity Insights,130151,Negotiation,David,2026-07-06
O00780,C0056,Commodity Insights,174514,Closed Won,Bob,2026-05-04
O00781,C0107,Market Intelligence,100080,Closed Lost,Carol,2026-01-08
O00782,C0289,Market Intelligence,146968,Prospecting,Alice,2026-04-20
O00783,C0012,Commodity Insights,54215,Closed Lost,Bob,2026-11-02
O00784,C0247,Commodity Insights,27292,Closed Lost,Emma,2026-01-19
