customer_id,renewal_status,renewal_date,contract_value_usd
C0762,Churned,2026-11-10,346872
C0763,Renewed,2026-04-08,101776
C0764,Pending,2026-02-13,458023
C0765,Churned,2026-06-03,298353
C0766,Pending,2026-11-24,143320
C0767,Churned,2026-04-19,236943
C0768,Pending,2026-01-15,487302
C0769,Renewed,2026-05-10,426656
C0770,Pending,2026-08-23,143487
C0771,Pending,2026-03-24,74137
C0772,Pending,2026-12-21,310051
C0773,Pending,2026-09-10,350945
C0774,Renewed,2026-11-16,150370
C0775,Churned,2026-10-04,232662
C0776,Renewed,2026-08-01,186512
C0777,Renewed,2026-03-06,50329
C0778,Churned,2026-11-04,222068
C0779,Churned,2026-09-03,348443
C0780,Pending,2026-02-08,423000
C0781,Pending,2026-05-22,261402
C0782,Pending,2026-12-02,379745
C0783,Churned,2026-05-27,304887
C0784,Renewed,2026-12-16,435124
C0785,Pending,2026-05-01,395846
C0786,Renewed,2026-10-26,386945
C0787,Renewed,2026-09-13,161317
C0788,Churned,2026-11-08,115529
C0789,Renewed,2026-03-14,457082
C0790,Churned,2026-06-24,25503
C0791,Churned,2026-12-21,316783
C0792,Pending,2026-12-27,108128
C0793,Renewed,2026-09-07,227902
C0794,Pending,2026-08-15,74547
C0795,Churned,2026-12-13,227835
C0796,Pending,2026-07-03,10784
C0797,Renewed,2026-06-24,216651
C0798,Renewed,2026-05-06,435358
C0799,Renewed,2026-03-26,455136
C0800,Renewed,2026-03-22,376450
C0801,Renewed,2026-05-20,318482
C0802,Churned,2026-01-03,481672
C0803,Renewed,2026-12-15,231971
C0804,Churned,2026-04-14,265969
C0805,Pending,2026-10-24,18464
C0806,Renewed,2026-08-28,247156
C0807,Churned,2026-02-11,88496
C0808,Churned,2026-05-09,436902
C0809,Pending,2026-02-09,164017
C0810,Renewed,2026-10-06,120776
C0811,Renewed,2026-06-03,250082
C0812,Pending,2026-07-12,237688
C0813,Pending,2026-03-28,434151
C0814,Pending,2026-01-04,298141
C0815,Pending,2026-04-16,404059
C0816,Renewed,2026-07-07,44856
C0817,Churned,2026-10-26,403445
C0818,Pending,2026-12-21,209959
C0819,Churned,2026-11-11,196654
C0820,Churned,2026-03-21,105791
C0821,Pending,2026-11-15,206937
C0822,Pending,2026-02-10,328691
C0823,Renewed,2026-01-07,496169
C0824,Churned,2026-06-01,103795
C0825,Churned,2026-06-11,43316
C0826,Churned,2026-12-07,446073
C0827,Pending,2026-05-22,144122
C0828,Churned,2026-07-16,83757
C0829,Renewed,2026-09-18,129901
C0830,Churned,2026-01-10,255797
C0831,Renewed,2026-04-03,142482
C0832,Pending,2026-05-13,393367
C0833,Churned,2026-12-03,205974
C0834,Churned,2026-08-10,314223
C0835,Renewed,2026-03-12,58651
C0836,Renewed,2026-05-23,419818
C0837,Churned,2026-08-17,281087
C0838,Pending,2026-10-27,176102
C0839,Renewed,2026-02-05,468672
C0840,Churned,2026-01-10,17321
C0841,Churned,2026-06-10,137852
C0842,Pending,2026-08-21,238299
C0843,Pending,2026-02-17,111879
C0844,Renewed,2026-12-17,431732
C0845,Pending,2026-09-02,41339
C0846,Renewed,2026-12-23,290973
C0847,Pending,2026-04-03,173588
C0848,Renewed,2026-10-03,180169
C0849,Renewed,2026-02-09,129978
C0850,Pending,2026-08-18,226296
C0851,Renewed,2026-11-04,429528
C0852,Renewed,2026-08-26,297573
C0853,Renewed,2026-09-15,61022
C0854,Renewed,2026-10-22,222540
C0855,Churned,2026-09-11,231902
C0856,Pending,2026-03-11,408975
C0857,Pending,2026-01-14,346757
C0858,Churned,2026-11-27,11205
C0859,Renewed,2026-07-27,313136
C0860,Churned,2026-04-08,494703
C0861,Churned,2026-02-12,148033
C0862,Renewed,2026-12-24,112852
C0863,Renewed,2026-07-02,37679
C0864,Renewed,2026-04-02,107003
C0865,Churned,2026-07-28,185762
C0866,Churned,2026-12-11,487077
C0867,Churned,2026-01-22,181149
C0868,Renewed,2026-03-10,398445
C0869,Renewed,2026-02-10,423275
C0870,Renewed,2026-01-13,224359
C0871,Pending,2026-01-04,175170
C0872,Renewed,2026-05-11,397205
C0873,Churned,2026-10-05,20010
C0874,Renewed,2026-07-14,478103
C0875,Renewed,2026-04-28,398071
C0876,Churned,2026-03-05,81137
C0877,Renewed,2026-05-02,26518
C0878,Pending,2026-04-28,317812
C0879,Renewed,2026-03-22,102327
C0880,Renewed,2026-06-13,83315
C0881,Churned,2026-01-04,357736
C0882,Churned,2026-10-25,34304
C0883,Renewed,2026-02-25,118912
C0884,Pending,2026-09-10,119615
C0885,Renewed,2026-10-04,110895
C0886,Renewed,2026-11-06,200640
C0887,Renewed,2026-09-13,71207
C0888,Renewed,2026-03-08,394270
C0889,Churned,2026-05-11,446419
C0890,Pending,2026-11-10,184722
C0891,Renewed,2026-04-10,107344
C0892,Churned,2026-07-10,415020
C0893,Pending,2026-10-15,234498
C0894,Renewed,2026-03-09,316000
C0895,Churned,2026-07-14,111358
C0896,Pending,2026-03-24,38578
C0897,Churned,2026-10-12,139770
C0898,Pending,2026-08-21,361283
C0899,Pending,2026-11-28,440411
C0900,Renewed,2026-05-22,310337
C0901,Churned,2026-11-21,199017
C0902,Renewed,2026-10-16,445356
C0903,Renewed,2026-06-13,447696
C0904,Renewed,2026-06-23,103094
C0905,Pending,2026-07-12,436809
C0906,Pending,2026-10-28,44779
C0907,Pending,2026-08-25,480404
C0908,Pending,2026-03-12,422894
C0909,Renewed,2026-11-17,41760
C0910,Churned,2026-07-14,167363
C0911,Renewed,2026-05-16,420389
C0912,Pending,2026-04-08,221980
C0913,Churned,2026-12-12,93494
C0914,Pending,2026-08-25,151974
C0915,Pending,2026-07-24,176608
C0916,Churned,2026-04-11,119250
C0917,Churned,2026-10-23,371444
C0918,Churned,2026-07-05,409449
C0919,Churned,2026-10-18,475686
C0920,Pending,2026-12-08,90790
C0921,Pending,2026-04-23,405826
C0922,Pending,2026-08-19,89028
C0923,Pending,2026-02-11,258942
C0924,Renewed,2026-03-21,249949
C0925,Churned,2026-12-14,113030
C0926,Churned,2026-11-18,498227
C0927,Renewed,2026-06-09,121412
C0928,Churned,2026-05-14,297587
C0929,Pending,2026-09-24,235006
C0930,Renewed,2026-11-19,23701
C0931,Pending,2026-02-13,393112
C0932,Churned,2026-03-10,306488
C0933,Pending,2026-10-21,133922
C0934,Churned,2026-10-25,476311
C0935,Churned,2026-11-03,227726
C0936,Renewed,2026-06-28,127756
C0937,Churned,2026-09-03,63218
C0938,Pending,2026-09-21,113145
C0939,Churned,2026-08-03,25323
C0940,Renewed,2026-01-16,432787
C0941,Renewed,2026-08-05,208988
C0942,Renewed,2026-08-23,97056
C0943,Renewed,2026-02-09,291178
C0944,Churned,2026-07-27,262692
C0945,Churned,2026-12-01,301468
C0946,Renewed,2026-07-24,154230
C0947,Churned,2026-04-04,79108
C0948,Renewed,2026-05-13,420912
C0949,Renewed,2026-10-25,166159
C0950,Pending,2026-07-06,179510
C0951,Churned,2026-05-27,85576
C0952,Churned,2026-10-27,341787
C0953,Renewed,2026-07-27,378328
C0954,Pending,2026-06-25,222577
C0955,Renewed,2026-04-20,67086
C0956,Pending,2026-03-24,497979
C0957,Churned,2026-10-21,481480
C0958,Pending,2026-01-07,217309
C0959,Churned,2026-05-17,453799
C0960,Churned,2026-02-22,67586
C0961,Renewed,2026-11-14,378320
C0962,Pending,2026-12-10,307353
C0963,Pending,2026-02-20,224957
C0964,Pending,2026-11-01,225846
C0965,Churned,2026-09-08,124531
C0966,Pending,2026-04-20,68163
C0967,Renewed,2026-02-13,66327
C0968,Renewed,2026-06-26,415461
C0969,Churned,2026-01-04,220424
C0970,Churned,2026-04-19,325428
C0971,Pending,2026-12-19,27766
C0972,Renewed,2026-04-08,131437
C0973,Pending,2026-05-07,259685
C0974,Churned,2026-07-27,262723
C0975,Churned,2026-04-22,153461
C0976,Churned,2026-02-10,33902
C0977,Churned,2026-09-26,372469
C0978,Pending,2026-02-24,42545
C0979,Renewed,2026-07-16,324832
C0980,Renewed,2026-01-03,141620
C0981,Churned,2026-02-04,219954
C0982,Renewed,2026-05-19,353121
C0983,Churned,2026-10-22,354821
C0984,Renewed,2026-01-02,454816
C0985,Pending,2026-11-06,478520
C0986,Renewed,2026-03-17,304556
C0987,Pending,2026-07-04,221916
C0988,Churned,2026-01-24,47934
C0989,Churned,2026-10-02,139209
C0990,Pending,2026-03-04,453354
C0991,Renewed,2026-05-17,479404
C0992,Churned,2026-06-10,300202
C0993,Pending,2026-03-02,119853
C0994,Pending,2026-04-03,233067
C0995,Renewed,2026-12-16,306471
C0996,Churned,2026-02-16,449003
C0997,Churned,2026-02-07,492754
C0998,Churned,2026-07-02,51857
C0999,Pending,2026-08-04,458377
C1000,Churned,2026-02-26,269791
